state_id,architecture_name,reward,tokens,latency_s
076fae96b8658fff,tool_verify,0.0,1216.5,7.7144528219942
076fae96b8658fff,tool_verify+compress+insert,0.0,3536.3333333333335,19.221731325301032
076fae96b8658fff,verify,1.0,1183.5,7.490680667106062
0c19de80cb9d3cab,branch_verify_merge,1.0,5287.666666666667,33.72284751416495
0c19de80cb9d3cab,compress_continue,0.6666666666666666,3027.0,20.74646441390117
0c19de80cb9d3cab,cot,0.75,1416.0,15.203310505719855
0c19de80cb9d3cab,critical_repair,0.75,8227.0,50.63796452735551
0c19de80cb9d3cab,critical_repair+append_verifier+append_verifier,0.3333333333333333,9170.333333333334,54.97010971264293
0c19de80cb9d3cab,debate_verify,1.0,7365.25,46.18687980948016
0c19de80cb9d3cab,self_consistency_8,0.0,9096.0,95.46863703802228
0c19de80cb9d3cab,tool_verify,1.0,3594.0,25.686013516038656
0c19de80cb9d3cab,tool_verify+replace+insert,1.0,4105.0,31.80438542086631
0c19de80cb9d3cab,verify,1.0,3516.0,24.958960635820404
0ca47e02842a40b3,cot,0.0,3219.0,17.52912534866482
0dde7fb059f85e51,branch_verify_merge,0.6666666666666666,2881.0,16.920391854830086
0dde7fb059f85e51,branch_verify_merge+append_verifier+replace,0.6666666666666666,3794.0,22.931373845164973
0dde7fb059f85e51,compress_continue,0.3333333333333333,1209.0,7.1427270680045085
0dde7fb059f85e51,cot,1.0,520.25,5.322733514010906
0dde7fb059f85e51,critical_repair,0.75,3745.0,23.5818748336751
0dde7fb059f85e51,debate_verify,0.0,3068.5,16.902847040444613
0dde7fb059f85e51,self_consistency_8,1.0,3928.0,39.66060268692672
0dde7fb059f85e51,tool_verify,0.5,1746.0,12.6812087376602
0dde7fb059f85e51,verify,0.25,1430.5,10.2790970033966
11127916610081d9,branch_verify_merge,0.0,2249.0,12.985736901250979
11127916610081d9,compress_continue,0.0,629.0,3.5165243512019515
11127916610081d9,cot,1.0,275.0,2.5633678664453328
11127916610081d9,critical_repair,0.5,2255.0,13.794567376375198
11127916610081d9,debate_verify,0.0,2373.75,12.947375091956928
11127916610081d9,self_consistency_8,1.0,2237.0,20.94831225834787
11127916610081d9,tool_verify,0.0,897.5,6.424057114170864
11127916610081d9,tool_verify+compress+insert,0.0,1925.6666666666667,10.849512663049003
11127916610081d9,verify,0.5,870.75,6.177239524899051
1393d8e6362c7f9b,cot,1.0,2802.0,18.913714166730642
1b0d618713a2cda8,branch_verify_merge,0.6666666666666666,6637.0,43.857336461233594
1b0d618713a2cda8,compress_continue,0.6666666666666666,2890.3333333333335,18.329218060709536
1b0d618713a2cda8,compress_continue+replace+append_verifier,1.0,5325.666666666667,35.49333043800046
1b0d618713a2cda8,cot,0.75,1503.0,16.78462954540737
1b0d618713a2cda8,critical_repair,1.0,8066.75,52.30227122362703
1b0d618713a2cda8,debate_verify,0.75,6862.25,43.29573782416992
1b0d618713a2cda8,self_consistency_8,0.0,8696.0,95.26863951329142
1b0d618713a2cda8,tool_verify,0.75,4101.0,29.80639038514346
1b0d618713a2cda8,verify,1.0,3774.75,27.18833763501607
207559cdb0d3b528,branch_verify_merge,1.0,1646.0,9.052406945576271
207559cdb0d3b528,compress_continue,0.3333333333333333,405.3333333333333,2.2028389809032283
207559cdb0d3b528,cot,1.0,211.6,1.9474020406603814
207559cdb0d3b528,critical_repair,0.75,2053.0,12.354293101932853
207559cdb0d3b528,debate_verify,0.75,1728.0,9.30605677398853
207559cdb0d3b528,self_consistency_8,1.0,1558.0,13.763737794011831
207559cdb0d3b528,tool_verify,1.0,619.0,4.183763552689925
207559cdb0d3b528,tool_verify+replace+insert,0.0,1426.3333333333333,8.802690473074714
207559cdb0d3b528,verify,0.75,668.0,4.695537738269195
22c139b85c09d555,branch_verify_merge,1.0,2845.6666666666665,18.0648025299112
22c139b85c09d555,compress_continue,1.0,957.3333333333334,5.244147307860355
22c139b85c09d555,cot,0.8,473.2,4.772611657716334
22c139b85c09d555,critical_repair,1.0,3487.5,21.703226033831015
22c139b85c09d555,debate_verify,1.0,2860.5,16.393922239542007
22c139b85c09d555,debate_verify+compress+append_verifier,1.0,4000.0,24.381878974847496
22c139b85c09d555,self_consistency_8,1.0,3802.0,38.51004595961422
22c139b85c09d555,tool_verify,1.0,1522.25,11.181083280825987
22c139b85c09d555,verify,1.0,1435.5,10.502216349123046
232a60328845afe2,branch_verify_merge,1.0,2749.0,16.664597586728632
232a60328845afe2,compress_continue,1.0,1120.6666666666667,7.583873515017331
232a60328845afe2,cot,1.0,463.2,4.5045951584354045
232a60328845afe2,critical_repair,1.0,3679.0,22.210031651891768
232a60328845afe2,critical_repair+insert+replace,1.0,4810.0,28.743281698785722
232a60328845afe2,debate_verify,1.0,2576.0,15.83574163238518
232a60328845afe2,self_consistency_8,1.0,3716.0,36.27708434872329
232a60328845afe2,tool_verify,1.0,1304.5,9.019581951200962
232a60328845afe2,verify,1.0,1347.0,9.29817250953056
233509b441da1321,cot,1.0,1087.0,6.544894443824887
2361e8f1dfe892a5,branch_verify_merge,0.0,7218.333333333333,47.64799086904774
2361e8f1dfe892a5,compress_continue,0.0,3327.0,25.595403611970443
2361e8f1dfe892a5,cot,0.0,1165.75,12.624925457406789
2361e8f1dfe892a5,critical_repair,0.0,9106.5,61.31254067202099
2361e8f1dfe892a5,debate_verify,0.0,7767.25,50.75102265784517
2361e8f1dfe892a5,self_consistency_8,0.0,8682.0,92.84874362871051
2361e8f1dfe892a5,tool_verify,0.0,4749.0,35.4009107821621
2361e8f1dfe892a5,tool_verify+replace+insert,0.0,6918.666666666667,46.55741713630656
2361e8f1dfe892a5,verify,0.0,3468.5,24.69382873456925
26db6648c2fc6699,branch_verify_merge,0.0,6151.666666666667,38.56910802951703
26db6648c2fc6699,compress_continue,0.0,1885.0,12.180243800394237
26db6648c2fc6699,cot,0.75,1346.75,14.284978162264451
26db6648c2fc6699,critical_repair,0.0,8051.25,48.69119959534146
26db6648c2fc6699,debate_verify,0.0,5364.0,33.444873636821285
26db6648c2fc6699,debate_verify+insert+compress,0.0,7627.333333333333,44.396147016746305
26db6648c2fc6699,self_consistency_8,1.0,8554.0,87.59742791205645
26db6648c2fc6699,tool_verify,0.0,3052.5,20.840916827088222
26db6648c2fc6699,verify,0.0,3665.5,25.506412813672796
2b537cb3ee562f2c,branch_verify_merge,0.0,3100.0,18.110779366145533
2b537cb3ee562f2c,compress_continue,0.0,930.0,4.399665718587737
2b537cb3ee562f2c,cot,0.25,501.0,4.703644885448739
2b537cb3ee562f2c,critical_repair,0.0,3478.75,20.579981157556176
2b537cb3ee562f2c,critical_repair+append_verifier+append_verifier,0.0,5030.333333333333,28.443592180187505
2b537cb3ee562f2c,debate_verify,0.0,2908.5,15.93444611155428
2b537cb3ee562f2c,self_consistency_8,0.0,3929.0,36.499407447874546
2b537cb3ee562f2c,tool_verify,0.0,1347.75,8.947006295667961
2b537cb3ee562f2c,verify,0.0,1382.0,9.103603130904958
30ce5fd755370961,cot,0.0,6379.0,47.81397949066013
34b4488a29cd1a8e,cot,1.0,1502.0,10.42646431736648
34c79a947c372bbd,branch_verify_merge,1.0,2329.3333333333335,14.010225454966227
34c79a947c372bbd,compress_continue,1.0,866.6666666666666,5.684526982096334
34c79a947c372bbd,cot,1.0,410.0,4.12993795722723
34c79a947c372bbd,critical_repair,1.0,2780.0,16.966196063440293
34c79a947c372bbd,debate_verify,1.0,2477.0,13.559066619724035
34c79a947c372bbd,self_consistency_8,1.0,3407.0,34.34684563893825
34c79a947c372bbd,tool_verify,1.0,1312.0,9.33401266229339
34c79a947c372bbd,tool_verify+replace+insert,1.0,2472.3333333333335,15.666197335347533
34c79a947c372bbd,verify,0.25,1227.25,8.660373104270548
396ee61b08016468,branch_verify_merge,1.0,6595.333333333333,41.911814969033
396ee61b08016468,compress_continue,0.3333333333333333,3947.3333333333335,25.82401955779642
396ee61b08016468,cot,1.0,1911.0,20.890566633315757
396ee61b08016468,critical_repair,1.0,8718.75,54.68663246999495
396ee61b08016468,debate_verify,0.5,7144.5,44.635351963108405
396ee61b08016468,self_consistency_8,0.0,9160.0,94.57309262175113
396ee61b08016468,tool_verify,0.5,4647.5,33.3546229605563
396ee61b08016468,tool_verify+compress+insert,0.0,7940.0,46.07220196009924
396ee61b08016468,verify,1.0,4586.5,32.260747405234724
397f447e089c0e5b,cot,0.0,3098.0,21.872909131459892
3ae8b28ea6c5555f,cot,1.0,4779.0,31.053706909529865
3d37226414fd3751,cot,1.0,1226.0,8.140161318704486
3e9f0d431f68d571,cot,0.0,1101.0,6.159426881931722
4219241634c01360,branch_verify_merge,0.0,3338.3333333333335,21.34480105092128
4219241634c01360,compress_continue,1.0,1184.6666666666667,8.456911062821746
4219241634c01360,cot,1.0,486.4,4.9581052185967565
4219241634c01360,cot+compress+append_verifier,0.6666666666666666,2153.0,14.280949940594533
4219241634c01360,critical_repair,0.75,4682.75,29.72660367656499
4219241634c01360,debate_verify,0.0,4034.75,22.70963847148232
4219241634c01360,self_consistency_8,1.0,3933.0,39.971822679042816
4219241634c01360,tool_verify,0.25,1359.5,9.810721809510142
4219241634c01360,verify,0.75,1499.75,10.853212810354307
42f9deeeb8c584e4,branch_verify_merge,0.0,4028.0,25.44964460252474
42f9deeeb8c584e4,compress_continue,0.0,1102.6666666666667,6.627022530262669
42f9deeeb8c584e4,cot,0.0,599.0,6.0626820446923375
42f9deeeb8c584e4,critical_repair,0.0,4100.25,25.59770265268162
42f9deeeb8c584e4,debate_verify,0.0,3645.25,20.783793299924582
42f9deeeb8c584e4,debate_verify+insert+compress,0.0,5484.666666666667,31.557351060522098
42f9deeeb8c584e4,self_consistency_8,0.0,4938.0,50.48207422532141
42f9deeeb8c584e4,tool_verify,0.0,1774.5,12.963330798549578
42f9deeeb8c584e4,verify,0.0,1817.0,13.377101009944454
44db918ff042d519,branch_verify_merge,0.6666666666666666,7302.333333333333,47.36592670467993
44db918ff042d519,compress_continue,1.0,2873.3333333333335,17.59752252760033
44db918ff042d519,cot,1.0,1512.0,15.981427974998951
44db918ff042d519,critical_repair,1.0,5836.5,35.00336304586381
44db918ff042d519,debate_verify,0.75,7761.75,47.014746389584616
44db918ff042d519,self_consistency_8,1.0,8616.0,87.14096143096685
44db918ff042d519,tool_verify,0.75,3131.25,21.476896583801135
44db918ff042d519,tool_verify+replace+insert,1.0,5067.666666666667,31.251822614111006
44db918ff042d519,verify,0.5,3248.5,23.71156515367329
466e939bcf5b9795,branch_verify_merge+replace+insert,0.0,5219.0,32.63927146419883
471d4356b898a1fd,branch_verify_merge,0.6666666666666666,1492.6666666666667,8.377160216371218
471d4356b898a1fd,compress_continue,1.0,322.3333333333333,1.7110238270834088
471d4356b898a1fd,cot,1.0,182.2,1.5078130489215256
471d4356b898a1fd,critical_repair,0.25,2074.25,12.288819009438157
471d4356b898a1fd,debate_verify,1.0,1291.25,6.626656868029386
471d4356b898a1fd,self_consistency_8,1.0,1412.0,11.639293930493295
471d4356b898a1fd,tool_verify,1.0,516.75,3.364132383838296
471d4356b898a1fd,tool_verify+compress+insert,1.0,1245.3333333333333,6.2662201235070825
471d4356b898a1fd,verify,0.75,581.5,3.9448341864626855
4a341a5109f69edd,cot,0.0,6426.0,47.98322883527726
4ab4f913cc027cbc,branch_verify_merge,0.0,2868.3333333333335,15.953091123141348
4ab4f913cc027cbc,compress_continue,0.0,763.6666666666666,3.549890232582887
4ab4f913cc027cbc,cot,0.25,453.5,4.257867654319853
4ab4f913cc027cbc,critical_repair,0.5,3696.25,22.07954551372677
4ab4f913cc027cbc,debate_verify,0.0,2212.75,11.444841600721702
4ab4f913cc027cbc,self_consistency_8,0.0,3636.0,34.155961780808866
4ab4f913cc027cbc,tool_verify,0.0,1383.25,9.4554240249563
4ab4f913cc027cbc,tool_verify+compress+insert,0.0,3790.3333333333335,21.115781889607508
4ab4f913cc027cbc,verify,0.0,1344.25,9.105832708533853
4b081dcceb0b27d4,branch_verify_merge,1.0,1978.0,10.975597014961144
4b081dcceb0b27d4,compress_continue,1.0,621.3333333333334,3.3110137969876328
4b081dcceb0b27d4,cot,1.0,288.0,2.4672848349437118
4b081dcceb0b27d4,critical_repair,0.75,2419.0,14.115948564605787
4b081dcceb0b27d4,debate_verify,1.0,2128.5,11.821313333464786
4b081dcceb0b27d4,debate_verify+insert+compress,1.0,3442.3333333333335,18.62855348208298
4b081dcceb0b27d4,self_consistency_8,1.0,2261.0,19.301701605319977
4b081dcceb0b27d4,tool_verify,1.0,893.5,5.998381785582751
4b081dcceb0b27d4,verify,1.0,864.75,5.668640116462484
4ca3640d389f4052,branch_verify_merge,0.3333333333333333,2066.3333333333335,11.18918392000099
4ca3640d389f4052,compress_continue,1.0,681.6666666666666,4.1484062333280844
4ca3640d389f4052,cot,1.0,361.2,3.250108371861279
4ca3640d389f4052,critical_repair,0.25,2768.25,15.951522020390257
4ca3640d389f4052,debate_verify,0.0,2020.25,10.73236467433162
4ca3640d389f4052,self_consistency_8,1.0,2950.0,26.88855916261673
4ca3640d389f4052,tool_verify,0.5,1050.75,6.938530286075547
4ca3640d389f4052,tool_verify+compress+insert,0.0,2688.0,14.331817409644524
4ca3640d389f4052,verify,0.0,1053.25,6.96879206597805
5886535f30a77cd1,cot,1.0,4465.0,23.580470520071685
5aabc7fb012bcfca,branch_verify_merge,0.6666666666666666,4360.666666666667,26.810038422234356
5aabc7fb012bcfca,compress_continue,1.0,3287.3333333333335,22.958580441462498
5aabc7fb012bcfca,cot,1.0,1080.5,11.067329700104892
5aabc7fb012bcfca,cot+compress+append_verifier,1.0,4173.0,26.24235523988803
5aabc7fb012bcfca,cot+replace+replace,1.0,1516.0,16.008057115599513
5aabc7fb012bcfca,critical_repair,1.0,6793.5,41.060296189272776
5aabc7fb012bcfca,debate_verify,0.5,4806.0,30.045936771202832
5aabc7fb012bcfca,self_consistency_8,1.0,8452.0,86.2959250099957
5aabc7fb012bcfca,tool_verify,0.25,2458.5,16.700369355268776
5aabc7fb012bcfca,verify,1.0,2982.25,20.656195930670947
5d12b7a478c8531a,branch_verify_merge,0.0,2728.3333333333335,16.690469131494563
5d12b7a478c8531a,compress_continue,0.0,1270.6666666666667,8.546042767663797
5d12b7a478c8531a,cot,1.0,510.5,5.087888102978468
5d12b7a478c8531a,critical_repair,0.0,4223.75,25.8427034819033
5d12b7a478c8531a,critical_repair+append_verifier+append_verifier,0.0,6092.0,35.864899641523756
5d12b7a478c8531a,debate_verify,0.0,2756.5,15.459300138056278
5d12b7a478c8531a,self_consistency_8,1.0,3948.0,39.137953110039234
5d12b7a478c8531a,tool_verify,0.0,1508.0,10.80176930502057
5d12b7a478c8531a,verify,0.0,1433.0,10.025056136539206
5e00d87bd562c185,branch_verify_merge,1.0,3684.6666666666665,21.848852435747784
5e00d87bd562c185,compress_continue,1.0,2356.0,16.245074346351128
5e00d87bd562c185,cot,0.5,1739.0,18.987133319256827
5e00d87bd562c185,critical_repair,1.0,7664.75,46.689325246727094
5e00d87bd562c185,debate_verify,1.0,5428.75,31.383838434470817
5e00d87bd562c185,self_consistency_8,1.0,8387.0,87.560720407404
5e00d87bd562c185,tool_verify,1.0,3881.75,26.3532485535834
5e00d87bd562c185,tool_verify+compress+insert,0.6666666666666666,6502.333333333333,39.09939228122433
5e00d87bd562c185,tool_verify+replace+compress,0.0,5139.0,29.590020643547177
5e00d87bd562c185,verify,1.0,4319.5,29.512948215240613
5e29b7c21f2690ab,branch_verify_merge,0.0,3226.0,18.897933416068554
5e29b7c21f2690ab,compress_continue,0.0,1077.6666666666667,6.6541887847706676
5e29b7c21f2690ab,cot,0.5,409.25,3.5383975154254586
5e29b7c21f2690ab,cot+compress+append_verifier,0.0,1870.6666666666667,10.97736380652835
5e29b7c21f2690ab,critical_repair,0.0,3151.5,17.960438170004636
5e29b7c21f2690ab,debate_verify,0.0,2319.75,12.964090721681714
5e29b7c21f2690ab,self_consistency_8,0.0,3538.0,31.378591561689973
5e29b7c21f2690ab,tool_verify,0.0,1127.0,7.155452064005658
5e29b7c21f2690ab,verify,0.0,1267.0,8.374660476809368
5f0d62a184c62b90,branch_verify_merge,1.0,3883.0,24.33815863604347
5f0d62a184c62b90,compress_continue,1.0,1506.0,9.25940088648349
5f0d62a184c62b90,cot,1.0,693.0,7.241252056881786
5f0d62a184c62b90,critical_repair,0.75,4592.25,29.129064560635015
5f0d62a184c62b90,debate_verify,0.5,3656.0,21.881925960537046
5f0d62a184c62b90,debate_verify+compress+append_verifier,0.6666666666666666,5847.333333333333,36.21855044551194
5f0d62a184c62b90,self_consistency_8,1.0,5715.0,59.7054400742054
5f0d62a184c62b90,tool_verify,1.0,1986.5,14.283994452096522
5f0d62a184c62b90,verify,0.5,2079.25,15.326351467054337
5f52f8ac2cdd186a,branch_verify_merge,0.6666666666666666,2817.3333333333335,15.797242530000707
5f52f8ac2cdd186a,branch_verify_merge+append_verifier+replace,0.6666666666666666,3532.0,20.634222394476335
5f52f8ac2cdd186a,compress_continue,0.0,942.6666666666666,5.3021167836462455
5f52f8ac2cdd186a,cot,1.0,379.0,3.433241057442501
5f52f8ac2cdd186a,critical_repair,0.75,3017.5,17.791844261577353
5f52f8ac2cdd186a,debate_verify,0.75,2561.75,13.61073671351187
5f52f8ac2cdd186a,self_consistency_8,1.0,3013.0,27.116331484168768
5f52f8ac2cdd186a,tool_verify,0.75,1145.5,7.969677364453673
5f52f8ac2cdd186a,verify,0.5,1135.0,7.754641725681722
601d70dc4b5f5f39,branch_verify_merge,1.0,3058.0,16.452156020328403
601d70dc4b5f5f39,compress_continue,1.0,681.0,3.553798315425714
601d70dc4b5f5f39,cot,1.0,397.8,3.582209642417729
601d70dc4b5f5f39,critical_repair,0.5,3482.25,20.873009148286656
601d70dc4b5f5f39,debate_verify,1.0,3138.75,16.874653555685654
601d70dc4b5f5f39,self_consistency_8,1.0,3049.0,27.071025031618774
601d70dc4b5f5f39,tool_verify,1.0,1175.75,8.043654826004058
601d70dc4b5f5f39,tool_verify+compress+insert,1.0,3170.3333333333335,17.44004671399792
601d70dc4b5f5f39,verify,0.5,1130.25,7.523322173394263
60377747e0792c2c,cot,1.0,968.0,6.146108251996338
6151c770d60168d9,branch_verify_merge,1.0,2949.6666666666665,17.187966536730528
6151c770d60168d9,compress_continue,0.6666666666666666,422.6666666666667,2.29562914557755
6151c770d60168d9,cot,1.0,267.2,2.3990805024281143
6151c770d60168d9,critical_repair,0.75,2648.0,15.956617747666314
6151c770d60168d9,critical_repair+insert+replace,1.0,3650.6666666666665,22.039509813922148
6151c770d60168d9,debate_verify,1.0,2265.5,12.805860879598185
6151c770d60168d9,self_consistency_8,1.0,2213.0,20.0331450747326
6151c770d60168d9,tool_verify,1.0,628.0,4.556576800299808
6151c770d60168d9,verify,0.75,817.75,5.606617968529463
6195a4a1beb063cd,branch_verify_merge,1.0,3319.6666666666665,20.773604908026755
6195a4a1beb063cd,compress_continue,1.0,815.6666666666666,5.003558923800786
6195a4a1beb063cd,cot,1.0,290.25,2.6812271040398628
6195a4a1beb063cd,cot+replace+replace,1.0,326.0,2.9704048642888665
6195a4a1beb063cd,critical_repair,1.0,2796.0,16.847589254612103
6195a4a1beb063cd,critical_repair+insert+replace,1.0,4814.0,30.253439145783585
6195a4a1beb063cd,debate_verify,0.75,2738.25,15.699366296408698
6195a4a1beb063cd,self_consistency_8,1.0,2527.0,23.824820450507104
6195a4a1beb063cd,tool_verify,1.0,1018.25,7.2339623318985105
6195a4a1beb063cd,verify,1.0,894.0,6.211949127027765
61c2b714402586eb,branch_verify_merge,0.0,5180.666666666667,33.16264705887685
61c2b714402586eb,compress_continue,0.0,2137.0,15.268047384917736
61c2b714402586eb,cot,0.75,738.0,7.6179341692477465
61c2b714402586eb,cot+compress+append_verifier,0.0,3531.3333333333335,23.37029564070205
61c2b714402586eb,critical_repair,0.0,5843.5,36.35525129502639
61c2b714402586eb,debate_verify,0.0,3894.0,23.038861486595124
61c2b714402586eb,self_consistency_8,1.0,6801.0,71.01287204865366
61c2b714402586eb,tool_verify,0.0,2264.25,16.479471904225647
61c2b714402586eb,verify,0.0,2310.75,16.50977666536346
633bf4a809086313,branch_verify_merge,1.0,3136.6666666666665,18.801012002242107
633bf4a809086313,compress_continue,1.0,971.3333333333334,5.251791472236316
633bf4a809086313,cot,1.0,505.2,5.231460218876601
633bf4a809086313,critical_repair,1.0,3836.0,23.825548090739176
633bf4a809086313,critical_repair+insert+replace,1.0,4612.0,28.617253435154755
633bf4a809086313,debate_verify,0.75,3070.25,17.1859159944579
633bf4a809086313,self_consistency_8,1.0,3649.0,37.43146454356611
633bf4a809086313,tool_verify,1.0,1324.0,9.578223379096016
633bf4a809086313,verify,0.25,1357.0,9.51006358419545
64de69d1fdf82ae8,branch_verify_merge,1.0,4348.0,26.854644369954865
64de69d1fdf82ae8,compress_continue,1.0,2136.6666666666665,14.56256145487229
64de69d1fdf82ae8,cot,1.0,736.6,7.194360195286572
64de69d1fdf82ae8,critical_repair,1.0,4903.0,29.123801175970584
64de69d1fdf82ae8,critical_repair+append_verifier+append_verifier,1.0,7915.0,44.52357517462224
64de69d1fdf82ae8,debate_verify,0.75,3776.5,20.873706163140014
64de69d1fdf82ae8,self_consistency_8,1.0,6090.0,60.2406828282401
64de69d1fdf82ae8,tool_verify,1.0,2012.75,13.612105759326369
64de69d1fdf82ae8,verify,0.75,2010.0,13.445918559795246
65a1f139aadad8e0,branch_verify_merge,0.0,4495.333333333333,26.34298529755324
65a1f139aadad8e0,compress_continue,1.0,1913.0,10.451636874427399
65a1f139aadad8e0,cot,1.0,936.0,8.994591491110622
65a1f139aadad8e0,critical_repair,1.0,5695.5,33.341694202739745
65a1f139aadad8e0,debate_verify,0.75,3917.75,21.09938189922832
65a1f139aadad8e0,debate_verify+insert+compress,1.0,6224.666666666667,34.86022402190914
65a1f139aadad8e0,self_consistency_8,1.0,7434.0,71.50568922329694
65a1f139aadad8e0,tool_verify,1.0,2584.0,16.911902345716953
65a1f139aadad8e0,verify,1.0,2540.25,17.16769224149175
6641f92496eccebb,cot,0.0,1235.0,7.854041905142367
66614ea3318a9e4f,branch_verify_merge,1.0,2769.0,16.63647274300456
66614ea3318a9e4f,compress_continue,1.0,667.0,3.6520834950109324
66614ea3318a9e4f,cot,1.0,355.0,3.3267388029024003
66614ea3318a9e4f,critical_repair,0.75,3387.0,20.89342844998464
66614ea3318a9e4f,debate_verify,0.75,2208.25,11.785490694921464
66614ea3318a9e4f,debate_verify+insert+compress,1.0,3857.3333333333335,21.543236974005897
66614ea3318a9e4f,self_consistency_8,1.0,2767.0,25.860314845107496
66614ea3318a9e4f,tool_verify,1.0,1083.75,7.351473762886599
66614ea3318a9e4f,verify,0.5,1048.0,7.285541349789128
666c76c879a12383,cot,0.0,709.0,4.595961117185652
6c6c7f655ed40041,branch_verify_merge,0.0,2451.3333333333335,14.942036907188594
6c6c7f655ed40041,compress_continue,0.0,391.3333333333333,2.0050053087373576
6c6c7f655ed40041,compress_continue+replace+append_verifier,0.0,972.3333333333334,6.607665648683906
6c6c7f655ed40041,cot,0.0,234.75,2.213768970919773
6c6c7f655ed40041,critical_repair,0.0,2677.75,16.56424337439239
6c6c7f655ed40041,debate_verify,0.0,1968.75,10.794177187606692
6c6c7f655ed40041,self_consistency_8,0.0,2148.0,20.724147929809988
6c6c7f655ed40041,tool_verify,0.0,791.5,5.929095760453492
6c6c7f655ed40041,verify,0.0,772.5,5.638254506280646
7360165355e1e81e,cot,1.0,5946.0,26.92158914450556
73bfeadeced14f93,branch_verify_merge,1.0,5024.666666666667,30.164072415791452
73bfeadeced14f93,branch_verify_merge+append_verifier+replace,1.0,5439.333333333333,32.077907731446125
73bfeadeced14f93,compress_continue,1.0,1454.0,9.74170172214508
73bfeadeced14f93,cot,1.0,600.8,5.885762476548552
73bfeadeced14f93,critical_repair,0.5,5205.0,31.79594713402912
73bfeadeced14f93,debate_verify,1.0,4113.25,24.07770931790583
73bfeadeced14f93,self_consistency_8,1.0,4498.0,43.550577708519995
73bfeadeced14f93,tool_verify,1.0,1843.5,12.714480675756931
73bfeadeced14f93,verify,0.25,1665.75,11.307369904126972
74ba367e46d003c7,branch_verify_merge,1.0,4531.333333333333,28.126587609450024
74ba367e46d003c7,compress_continue,1.0,2040.6666666666667,13.518956398280958
74ba367e46d003c7,cot,1.0,1110.2,11.91415995247662
74ba367e46d003c7,critical_repair,1.0,6982.25,43.59933721809648
74ba367e46d003c7,critical_repair+insert+replace,1.0,8253.0,50.633686069088675
74ba367e46d003c7,debate_verify,1.0,5484.0,34.54705968149938
74ba367e46d003c7,self_consistency_8,1.0,8169.0,87.09431643690914
